,Barrio,acc_transito,homicidios,hurto_autos_x,hurto_comercial,hurto_autos_y,hurto_financieras,hurto_motos,conteo_hurto_residencial,conteo_lesiones_personales,conteo_pirateria,hurto_personas
0,BELLA SUIZA E-1,21.0,,119.0,112.0,119.0,,103.0,511.0,2716.0,5.0,1772.0
1,FRANCO E-9,6.0,,2.0,56.0,2.0,,6.0,,6.0,,67.0
2,BOSA E-7,5.0,,25.0,96.0,25.0,,46.0,48.0,59.0,1.0,381.0
3,CIUDAD KENNEDY CENTRAL E-8,5.0,4.0,39.0,189.0,39.0,,43.0,44.0,58.0,,379.0
4,AUTOPISTA SUR E-15,5.0,,1.0,,1.0,,,1.0,1.0,,
5,RESTREPO E-15,4.0,3.0,26.0,93.0,26.0,,8.0,18.0,51.0,,204.0
6,PATIO BONITO I E-8,4.0,5.0,17.0,87.0,17.0,,52.0,33.0,94.0,1.0,363.0
7,SOCIEGO SUR E-18,4.0,,3.0,17.0,3.0,,4.0,5.0,11.0,,50.0
8,SANTA BARBARA CENTRAL E-1,4.0,,,96.0,,,1.0,26.0,14.0,,299.0
9,LA CAPUCHINA E-3,4.0,2.0,,57.0,,,,4.0,34.0,,437.0
10,PARQUE EL TUNAL E-6,4.0,,1.0,5.0,1.0,,1.0,1.0,3.0,,88.0
11,CIUDAD JARDIN SUR E-15,4.0,1.0,10.0,22.0,10.0,,7.0,15.0,11.0,,127.0
12,GRAN AMERICA E-13,3.0,,,29.0,,,,7.0,4.0,,76.0
13,BOLIVIA E-10,3.0,1.0,6.0,23.0,6.0,,9.0,18.0,19.0,,80.0
14,PROVIVIENDA OCCIDENTAL E-8,3.0,,8.0,6.0,8.0,,9.0,13.0,2.0,,169.0
15,LAS MARGARITAS E-1,3.0,,1.0,25.0,1.0,,,4.0,4.0,,91.0
16,LOS ALAMOS E-10,3.0,1.0,10.0,38.0,10.0,1.0,4.0,9.0,7.0,1.0,140.0
17,VENECIA E-6,3.0,3.0,10.0,63.0,10.0,,6.0,20.0,42.0,,263.0
18,SANTA ISABEL E-14,3.0,4.0,15.0,19.0,15.0,,7.0,15.0,15.0,,104.0
19,LAS ACACIAS E-19,3.0,6.0,2.0,9.0,2.0,,11.0,4.0,19.0,,27.0
20,EDUARDO SANTOS E-14,3.0,3.0,6.0,17.0,6.0,,4.0,9.0,25.0,,66.0
21,QUINTA CAMACHO E-2,3.0,,,99.0,,1.0,1.0,7.0,8.0,,233.0
22,LAS DELICIAS E-8,3.0,2.0,9.0,30.0,9.0,,9.0,14.0,10.0,1.0,113.0
23,SANTA ANA OCCIDENTAL E-1,3.0,,,15.0,,,1.0,5.0,7.0,,39.0
24,EL CAMPIN E-13,3.0,1.0,1.0,11.0,1.0,,2.0,3.0,3.0,,95.0
25,SANTA BIBIANA E-1,3.0,1.0,,31.0,,,,9.0,6.0,,160.0
26,SAN ANTONIO DE ENGATIVA E-10,3.0,1.0,2.0,11.0,2.0,,4.0,7.0,13.0,,20.0
27,SALAZAR GOMEZ E-16,3.0,,,164.0,,,7.0,4.0,8.0,,174.0
28,VERGEL E-8,3.0,,,4.0,,,3.0,2.0,9.0,,4.0
29,SAN CARLOS PREDIO SAN JOSE E-6,3.0,,,16.0,,,1.0,1.0,14.0,,
30,OLAYA E-18,3.0,,15.0,39.0,15.0,,18.0,6.0,37.0,,124.0
31,SAN RAFAEL INDUSTRIAL E-16,3.0,1.0,8.0,15.0,8.0,,1.0,5.0,1.0,,39.0
32,SANTA CECILIA E-9,3.0,,3.0,24.0,3.0,,,5.0,8.0,,131.0
33,VILLA DEL RIO E-7,3.0,4.0,4.0,34.0,4.0,,4.0,10.0,17.0,,58.0
34,ALQUERIAS DE LA FRAGUA E-8,3.0,,14.0,58.0,14.0,,14.0,19.0,16.0,,124.0
35,MOLINOS DEL SUR E-18,3.0,,4.0,13.0,4.0,,4.0,11.0,33.0,,45.0
36,BENJAMIN HERRERA E-12,3.0,,,5.0,,,1.0,2.0,6.0,,29.0
37,VOTO NACIONAL E-14,2.0,3.0,3.0,40.0,3.0,,2.0,1.0,40.0,,178.0
38,LA CALLEJA E-1,2.0,,3.0,11.0,3.0,,1.0,13.0,,,170.0
39,VEREDA EL TINTAL E-9,2.0,,,1.0,,,,,,,10.0
40,CLARET E-18,2.0,1.0,5.0,25.0,5.0,,8.0,7.0,24.0,,52.0
41,LA PATRIA E-12,2.0,,2.0,7.0,2.0,,,3.0,3.0,,58.0
42,CEDRO SALAZAR E-1,2.0,,,6.0,,,,5.0,9.0,,29.0
43,SAN FERNANDO OCCIDENTAL E-12,2.0,,1.0,11.0,1.0,,3.0,4.0,4.0,,25.0
44,EL CHILCAL E-19,2.0,,,,,,1.0,2.0,4.0,,9.0
45,LA ESTACION E-7,2.0,,,,,,,,,,
46,FLORENCIA E-10,2.0,,3.0,12.0,3.0,1.0,1.0,12.0,8.0,,61.0
47,CHUNIZA E-5,2.0,2.0,3.0,16.0,3.0,,4.0,8.0,20.0,,34.0
48,LIBERTADORES E-4,2.0,1.0,1.0,,1.0,,,2.0,7.0,,4.0
49,SABANA GRANDE E-9,2.0,,6.0,116.0,6.0,,2.0,5.0,14.0,,67.0
50,PARIS FRANCIA E-10,2.0,,1.0,18.0,1.0,,1.0,5.0,3.0,,38.0
51,PRADO VERANIEGO E-11,2.0,,5.0,70.0,5.0,,3.0,14.0,30.0,,162.0
52,PALOQUEMAO E-14,2.0,1.0,4.0,137.0,4.0,,3.0,3.0,27.0,,280.0
53,VILLA ISRAEL E-5,2.0,,2.0,,2.0,,,,2.0,,
54,PIO XII E-8,2.0,,3.0,7.0,3.0,,3.0,3.0,15.0,,49.0
55,SANTA LIBRADA E-5,2.0,3.0,7.0,40.0,7.0,,7.0,21.0,57.0,,75.0
56,SANTA HELENITA E-10,2.0,,5.0,26.0,5.0,,7.0,19.0,12.0,,75.0
57,CIUDAD KENNEDY SUR E-8,2.0,,3.0,22.0,3.0,,8.0,2.0,14.0,,39.0
58,ORTENZAL E-16,2.0,,,12.0,,,1.0,1.0,8.0,,18.0
59,LA ESTANCIA E-7,2.0,,,2.0,,,,,1.0,,6.0
60,LAS MARGARITAS E-8,2.0,,4.0,10.0,4.0,,8.0,8.0,23.0,,135.0
61,SUBA URBANO E-11,2.0,1.0,2.0,21.0,2.0,,,16.0,8.0,,85.0
62,LA ESTRADA E-10,2.0,,14.0,18.0,14.0,,10.0,22.0,21.0,,105.0
63,LUCERO ALTO E-19,2.0,1.0,1.0,22.0,1.0,,5.0,7.0,26.0,,39.0
64,CASABLANCA I E-8,2.0,,2.0,12.0,2.0,,7.0,7.0,17.0,,27.0
65,LAS FLORES E-11,2.0,,3.0,22.0,3.0,,2.0,9.0,10.0,,72.0
66,DOCE DE OCTUBRE E-12,2.0,,5.0,26.0,5.0,,2.0,7.0,11.0,,113.0
67,LA FRAGUA E-15,2.0,,3.0,15.0,3.0,,4.0,7.0,9.0,,30.0
68,SAN BERNARDO E-15,2.0,,,,,,,,,,
69,PALERMO E-13,2.0,,9.0,31.0,9.0,,1.0,13.0,14.0,,99.0
70,TOBERIN ORIENTAL E-1,2.0,1.0,4.0,66.0,4.0,1.0,4.0,10.0,17.0,,163.0
71,EL TINTAL CENTRAL E-9,2.0,,1.0,6.0,1.0,,3.0,2.0,2.0,,29.0
72,LOMBARDIA II E-11,2.0,,,27.0,,,,,15.0,,8.0
73,SIERRA MORENA E-19,2.0,1.0,4.0,22.0,4.0,,6.0,10.0,28.0,,47.0
74,BELALCAZAR E-13,2.0,,1.0,11.0,1.0,,1.0,17.0,6.0,,154.0
75,SAN PABLO JERICÓ E-9,2.0,,,,,,,,,,
76,BONANZA E-10,2.0,,9.0,45.0,9.0,,3.0,15.0,14.0,,140.0
77,VILLEMAR E-9,2.0,1.0,2.0,10.0,2.0,,2.0,13.0,7.0,1.0,45.0
78,COMPARTIR E-19,2.0,3.0,1.0,,1.0,,,5.0,10.0,,6.0
79,PUERTA DE TEJA E-9,2.0,,,14.0,,,,,5.0,,34.0
80,EL CEDRO E-10,2.0,1.0,1.0,10.0,1.0,,2.0,5.0,3.0,,29.0
81,SAN VICENTE FERRER E-6,2.0,1.0,6.0,23.0,6.0,,11.0,10.0,27.0,,49.0
82,CENTRO FONTIBON E-9,2.0,2.0,6.0,70.0,6.0,,4.0,11.0,22.0,,209.0
83,RICAURTE E-14,2.0,3.0,,92.0,,,3.0,6.0,34.0,,512.0
84,CHAPINERO SUR OCC. E-13,2.0,,,13.0,,,,3.0,4.0,,55.0
85,TIMIZA E-8,2.0,5.0,36.0,10.0,36.0,,18.0,14.0,6.0,,97.0
86,TIMIZA CELULA A E-8,2.0,,,16.0,,,,,23.0,,
87,EL MOCHUELO ORIENTAL E-5,2.0,,,3.0,,,,3.0,,,
88,GRANJAS DE TECHO E-9,2.0,2.0,,26.0,,,2.0,,6.0,,62.0
89,MODELIA E-9,2.0,1.0,4.0,66.0,4.0,,8.0,24.0,23.0,,249.0
90,CHAPINERO CENTRAL E-2,2.0,5.0,1.0,156.0,1.0,,2.0,27.0,29.0,,917.0
91,FERROCAJA E-9,2.0,,2.0,13.0,2.0,,7.0,5.0,9.0,,53.0
92,CHICO II E-2,2.0,,,17.0,,,,3.0,3.0,,44.0
93,OLARTE E-7,2.0,1.0,8.0,27.0,8.0,,7.0,17.0,24.0,,127.0
94,MANDALAY I ETAPA E-8,2.0,,12.0,19.0,12.0,,5.0,7.0,13.0,,89.0
95,CIUDAD KENNEDY OCC E-8,2.0,2.0,3.0,11.0,3.0,,8.0,7.0,5.0,,35.0
96,EL ROSARIO E-12,2.0,,2.0,14.0,2.0,,1.0,4.0,6.0,,63.0
97,VILLA ELISA E-11,2.0,,4.0,17.0,4.0,,7.0,15.0,13.0,,98.0
98,JUAN REY E-4,2.0,3.0,4.0,9.0,4.0,,7.0,6.0,35.0,,29.0
99,CIUDADELA EL RECREO E-7,2.0,1.0,3.0,11.0,3.0,,2.0,6.0,33.0,,27.0
100,LA ANDREA E-5,2.0,3.0,,17.0,,,1.0,4.0,15.0,,19.0
101,TIBABUYES E-11,2.0,3.0,13.0,24.0,13.0,,23.0,15.0,61.0,,86.0
102,CHICO NORTE III SECTOR E-2,2.0,,,28.0,,1.0,2.0,3.0,,,94.0
103,CLASS E-8,2.0,1.0,,15.0,,,4.0,5.0,11.0,,21.0
104,ESTRELLA E-13,2.0,,,6.0,,,,1.0,4.0,,28.0
105,NIZA SUR I E-11,2.0,,2.0,5.0,2.0,,1.0,1.0,4.0,,8.0
106,TOCAREMA E-8,2.0,,3.0,2.0,3.0,,6.0,6.0,8.0,,6.0
107,SAMORE E-6,2.0,,1.0,8.0,1.0,,3.0,1.0,8.0,,24.0
108,EL TUNAL II E-6,2.0,,4.0,60.0,4.0,1.0,2.0,3.0,20.0,,90.0
109,QUIRIGUA I E-10,1.0,,4.0,65.0,4.0,,12.0,14.0,18.0,,106.0
110,LAS DELICIAS DEL SUR E-19,1.0,,,,,,,,,,
111,CARACOLI E-19,1.0,3.0,,7.0,,,1.0,7.0,10.0,,14.0
112,GORGONZOLA E-16,1.0,2.0,3.0,42.0,3.0,,4.0,1.0,19.0,,38.0
113,NIZA NORTE E-11,1.0,,3.0,23.0,3.0,,2.0,9.0,2.0,,56.0
114,GUADALUPE E-19,1.0,,,1.0,,,,,,,
115,GRAN YOMASA E-5,1.0,3.0,3.0,22.0,3.0,,3.0,7.0,17.0,,36.0
116,CANDELARIA LA NUEVA I SECTOR E-19,1.0,1.0,6.0,16.0,6.0,,15.0,17.0,18.0,,115.0
117,SUCRE E-2,1.0,,3.0,23.0,3.0,,,8.0,6.0,,194.0
118,LOS CEDRITOS E-1,1.0,,,51.0,,,,7.0,22.0,,68.0
119,EL SALITRE E-13,1.0,,4.0,32.0,4.0,,2.0,4.0,4.0,,78.0
120,VILLA LUZ E-10,1.0,1.0,10.0,23.0,10.0,,6.0,19.0,8.0,,79.0
121,SANTA LUCIA E-7,1.0,,,,,,,,,,
122,GUSTAVO RESTREPO E-18,1.0,1.0,10.0,21.0,10.0,,12.0,10.0,22.0,,110.0
123,HORIZONTES E-1,1.0,,1.0,4.0,1.0,,,1.0,12.0,,
124,SAN FRANCISCO E-16,1.0,,4.0,17.0,4.0,,4.0,7.0,7.0,,32.0
125,LISBOA E-11,1.0,2.0,1.0,9.0,1.0,,3.0,13.0,40.0,,54.0
126,INTERINDUSTRIAL E-9,1.0,,1.0,8.0,1.0,,,,3.0,,10.0
127,EL POA E-11,1.0,,5.0,14.0,5.0,,7.0,7.0,15.0,,138.0
128,BELLAVISTA OCCIDENTAL E-10,1.0,,1.0,3.0,1.0,,1.0,2.0,3.0,,23.0
129,PUENTE ARANDA E-16,1.0,1.0,14.0,91.0,14.0,,9.0,15.0,33.0,,175.0
130,CERVANTES E-15,1.0,,,,,,,,,,
131,ANTONIO JOSE DE SUCRE E-5,1.0,1.0,1.0,3.0,1.0,,,3.0,10.0,,7.0
132,ARBORIZADORA ALTA E-19,1.0,6.0,2.0,12.0,2.0,,7.0,15.0,39.0,,44.0
133,LA CAROLINA E-1,1.0,,1.0,9.0,1.0,,,19.0,4.0,,56.0
134,SANTA ROSA E-10,1.0,,,39.0,,,,5.0,4.0,,126.0
135,SANTA FE E-14,1.0,11.0,6.0,31.0,6.0,,2.0,11.0,44.0,,223.0
136,TEUSAQUILLO E-13,1.0,1.0,14.0,111.0,14.0,,6.0,30.0,25.0,,434.0
137,SAN PABLO E-9,1.0,,3.0,5.0,3.0,,,2.0,2.0,,14.0
138,LOS ANDES E-12,1.0,,1.0,56.0,1.0,,3.0,5.0,10.0,,96.0
139,LOS ALPES E-19,1.0,6.0,1.0,7.0,1.0,,1.0,3.0,14.0,,4.0
140,LAS MARGARITAS E-7,1.0,,1.0,14.0,1.0,,6.0,18.0,20.0,,40.0
141,VELODROMO E-4,1.0,,2.0,3.0,2.0,,3.0,,4.0,,7.0
142,SAN CRISTOBAL E-4,1.0,2.0,8.0,31.0,8.0,,7.0,7.0,45.0,,57.0
143,LA FRAGUA E-14,1.0,,1.0,1.0,1.0,,1.0,,1.0,,7.0
144,SANTA MARIA DEL LAGO E-10,1.0,,5.0,21.0,5.0,,2.0,14.0,4.0,,83.0
145,SAN MARTIN DE LOBA E-4,1.0,,,4.0,,,4.0,4.0,15.0,,7.0
146,LA CAMELIA E-16,1.0,,6.0,10.0,6.0,,4.0,6.0,4.0,,25.0
147,AUTOPISTA MEDELLIN E-10,1.0,,2.0,7.0,2.0,,,2.0,3.0,,16.0
148,EL RECUERDO E-13,1.0,,1.0,22.0,1.0,,2.0,9.0,3.0,,79.0
149,JORGE GAITAN CORTES E-16,1.0,,8.0,11.0,8.0,,1.0,5.0,5.0,,14.0
150,BARAJAS E-11,1.0,,,,,,,,2.0,,7.0
151,CHICO NORTE II SECTOR E-1,1.0,,,5.0,,,,2.0,,,60.0
152,CHICO NORTE II E-2,1.0,1.0,,56.0,,,,,4.0,,76.0
153,ALCALA E-16,1.0,1.0,10.0,17.0,10.0,,3.0,6.0,18.0,,36.0
154,TIMIZA LOTE RA -1 TONOLI I IV E-8,1.0,,,,,,,,1.0,,
155,GRANCOLOMBIANO I SECTOR E-7,1.0,,,3.0,,,2.0,4.0,2.0,,5.0
156,JIMENEZ DE QUEZADA II SECTOR E-7,1.0,,,,,,,,1.0,,6.0
157,RAFAEL NUNEZ E-13,1.0,,,7.0,,,,3.0,2.0,,28.0
158,EL CHANGO E-9,1.0,,1.0,8.0,1.0,,,2.0,7.0,,15.0
159,QUINTA PAREDES E-13,1.0,,1.0,38.0,1.0,,2.0,17.0,6.0,,139.0
160,NORMANDIA OCCIDENTAL E-10,1.0,,2.0,9.0,2.0,,1.0,3.0,4.0,1.0,61.0
161,SAN BENITO E-6,1.0,1.0,4.0,16.0,4.0,,4.0,2.0,14.0,,41.0
162,VILLAS DE GRANADA E-10,1.0,2.0,9.0,87.0,9.0,,15.0,21.0,17.0,,107.0
163,LA GLORIA E-4,1.0,1.0,4.0,4.0,4.0,,7.0,6.0,21.0,,24.0
164,LA RECONQUISTA E-18,1.0,,,,,,,,,,
165,ARBOLEDA SUR E-18,1.0,1.0,,6.0,,,3.0,4.0,7.0,,10.0
166,BATALLON CALDAS E-16,1.0,,,,,,,,1.0,,6.0
167,LA SABANA E-14,1.0,2.0,1.0,12.0,1.0,,2.0,,9.0,,39.0
168,VERSALLES E-9,1.0,3.0,3.0,15.0,3.0,,5.0,12.0,24.0,,33.0
169,EL VERBENAL III SECTOR E-1,1.0,,,14.0,,,,,11.0,,
170,IBERIA E-11,1.0,1.0,3.0,10.0,3.0,,,8.0,4.0,,39.0
171,SAN JOAQUIN E-10,1.0,,5.0,6.0,5.0,,1.0,7.0,3.0,,27.0
172,LAS FERIAS OCCIDENTAL E-10,1.0,,7.0,25.0,7.0,,1.0,1.0,6.0,,37.0
173,ALAMOS SUR E-10,1.0,,,57.0,,,,4.0,14.0,,26.0
174,HIPOTECHO OCCIDENTAL E-8,1.0,3.0,31.0,56.0,31.0,,8.0,22.0,53.0,,289.0
175,NUEVA GRANADA E-7,1.0,,,7.0,,,3.0,8.0,9.0,,14.0
176,LUSITANIA E-8,1.0,,,19.0,,,2.0,,4.0,,61.0
177,EL PROGRESO E-7,1.0,,1.0,1.0,1.0,,,,,,
178,CENTRO USME E-5,1.0,3.0,1.0,33.0,1.0,,4.0,9.0,34.0,,47.0
179,INDUSTRIAL PHILIPS E-16,1.0,,,,,,,,,,
180,PROVIVIENDA ORIENTAL E-8,1.0,,9.0,3.0,9.0,,4.0,8.0,4.0,,139.0
181,LA CANDELARIA E-3,1.0,,,2.0,,,,1.0,,,8.0
182,PRIMAVERA E-7,1.0,,,2.0,,,,1.0,,,3.0
183,SAN MIGUEL E-11,1.0,,,,,,,,,,
184,CHUCUA EL BURRO E-8,1.0,2.0,,9.0,,,,,17.0,,7.0
185,BELLO HORIZONTE E-4,1.0,1.0,1.0,4.0,1.0,,9.0,14.0,25.0,,29.0
186,LA PAZ E-12,1.0,,3.0,11.0,3.0,,2.0,1.0,5.0,,39.0
187,CIUDAD JARDIN E-11,1.0,,3.0,24.0,3.0,,2.0,12.0,11.0,,40.0
188,EL PLAYON - LA PLAYITA E-18,1.0,,,4.0,,,,,4.0,,
189,LA ORQUIDEA DEL SUR II SECTOR E-5,1.0,,,,,,,,1.0,,
190,CORDILLERA SUR E-19,1.0,,,1.0,,,,1.0,1.0,,
191,LA PICOTA E-5,1.0,,,3.0,,,,,2.0,,2.0
192,LA PAZ BOSA E-7,1.0,2.0,2.0,20.0,2.0,,5.0,11.0,13.0,,34.0
193,MARCO FIDEL SUAREZ E-18,1.0,4.0,3.0,12.0,3.0,,6.0,15.0,37.0,,50.0
194,PASTRANITA I E-8,1.0,,,6.0,,,1.0,1.0,8.0,,3.0
195,BRITALIA E-11,1.0,,5.0,8.0,5.0,,1.0,11.0,10.0,,76.0
196,GUADUAL FONTIBON E-9,1.0,,,2.0,,,1.0,2.0,3.0,,4.0
197,LA ESTANZUELA E-14,1.0,3.0,5.0,23.0,5.0,1.0,5.0,7.0,15.0,1.0,72.0
198,PERDOMO ALTO E-19,1.0,1.0,1.0,14.0,1.0,,1.0,7.0,23.0,,16.0
199,SAN MIGUEL E-12,1.0,,2.0,10.0,2.0,,1.0,6.0,6.0,,32.0
200,LA ESMERALDA E-13,1.0,1.0,3.0,68.0,3.0,,2.0,5.0,10.0,,70.0
201,VEREDA EL TINTAL E-8,1.0,,,2.0,,,1.0,,2.0,,10.0
202,EL ENCANTO E-10,1.0,1.0,1.0,9.0,1.0,,3.0,9.0,9.0,,36.0
203,TUNA ALTA E-11,1.0,1.0,1.0,3.0,1.0,,2.0,9.0,5.0,,18.0
204,MARLY E-2,1.0,,4.0,94.0,4.0,,1.0,9.0,22.0,,421.0
205,PORVENIR DE LA ESTANCIA E-19,1.0,,,1.0,,,,,1.0,,2.0
206,CASA BLANCA E-11,1.0,,,10.0,,,2.0,3.0,17.0,,31.0
207,EL PLAN E-11,1.0,,,9.0,,,,9.0,3.0,,51.0
208,LA ESPERANZA E-12,1.0,,3.0,12.0,3.0,,2.0,10.0,6.0,,68.0
209,EL PROGRESO E-14,1.0,1.0,1.0,17.0,1.0,,,4.0,1.0,,28.0
210,SEMINARIO E-2,1.0,,,,,,,,2.0,,
211,LAS MARGARITAS III E-7,1.0,,,,,,,1.0,,,2.0
212,LA FAVORITA E-14,1.0,10.0,1.0,32.0,1.0,,4.0,4.0,39.0,,145.0
213,SAN LUIS E-13,1.0,,2.0,53.0,2.0,,1.0,10.0,10.0,,59.0
214,BOSA NOVA E-7,1.0,,3.0,12.0,3.0,,4.0,23.0,12.0,,30.0
215,SAGRADO CORAZON E-3,1.0,,,25.0,,,,2.0,10.0,,149.0
216,TINTALA E-8,1.0,,15.0,18.0,15.0,,22.0,13.0,54.0,,106.0
217,SAN JORGE - GLORIA GAITÁN E-18,1.0,,,,,,,,,,
218,PASTRANA E-8,1.0,1.0,,7.0,,,5.0,5.0,10.0,,34.0
219,PUENTE GRANDE E-9,1.0,,2.0,8.0,2.0,,,5.0,4.0,,25.0
220,METROPOLIS E-12,1.0,,2.0,6.0,2.0,,3.0,,2.0,,53.0
221,ARMENIA E-13,1.0,,4.0,16.0,4.0,,,11.0,4.0,,104.0
222,LOS EJIDOS E-16,1.0,,,30.0,,,1.0,3.0,8.0,1.0,63.0
223,MUZU E-6,1.0,1.0,1.0,8.0,1.0,,1.0,1.0,48.0,,27.0
224,EL DORADO E-9,1.0,,,1.0,,,,,1.0,,4.0
225,VERACRUZ E-3,1.0,3.0,1.0,56.0,1.0,,,,24.0,,330.0
226,LOS CEREZOS E-10,1.0,,3.0,13.0,3.0,,5.0,12.0,20.0,,44.0
227,JULIO FLOREZ E-11,1.0,,3.0,72.0,3.0,,,6.0,7.0,,89.0
228,COLOMBIA E-12,1.0,,2.0,31.0,2.0,,3.0,9.0,6.0,,29.0
229,EL CORTIJO E-10,1.0,,8.0,14.0,8.0,,2.0,7.0,10.0,,57.0
230,EL SATELITE E-19,1.0,,,1.0,,,2.0,2.0,,,12.0
231,CERRO COLORADO E-19,1.0,,,,,,,,3.0,,
232,LAS VILLAS I SECTOR E-11,1.0,1.0,1.0,13.0,1.0,,1.0,2.0,2.0,,38.0
233,SAN JUAN BAUTISTA E-5,1.0,,3.0,3.0,3.0,,,,4.0,,
234,VILLA AMALIA E-10,1.0,,1.0,8.0,1.0,,3.0,7.0,10.0,,23.0
235,SAN BERNARDINO E-7,1.0,5.0,2.0,16.0,2.0,,14.0,11.0,39.0,,40.0
236,EL BOSQUE CENTRAL E-5,1.0,1.0,,,,,,1.0,,,
237,LA GRANJA NORTE E-1,1.0,,,3.0,,,,3.0,4.0,,10.0
238,SANTA INES E-3,1.0,1.0,,40.0,,,,1.0,18.0,,171.0
239,GALAN E-16,1.0,2.0,31.0,34.0,31.0,,13.0,27.0,27.0,,170.0
240,EL PROGRESO E-11,1.0,,,,,,,,,,
241,LA LAGUNA DE FONTIBON E-9,1.0,,2.0,7.0,2.0,,,3.0,2.0,,18.0
242,ALAMEDA E-6,1.0,,,,,,,,1.0,,
243,ATENAS E-4,1.0,,1.0,3.0,1.0,,6.0,5.0,8.0,,18.0
244,EL DORADO NORTE E-10,1.0,,1.0,7.0,1.0,,2.0,2.0,8.0,,26.0
245,PASTRANITA II E-8,1.0,,,1.0,,,,,1.0,,
246,LOS ALPES EL FUTURO E-4,1.0,,,,,,,,,,
247,GRANADA E-5,1.0,,,1.0,,,,1.0,4.0,,3.0
248,CIUDAD DE CALI E-8,1.0,1.0,,6.0,,,3.0,6.0,15.0,,25.0
249,VALLADOLID E-8,1.0,,6.0,14.0,6.0,,8.0,10.0,5.0,1.0,25.0
250,SENA E-16,1.0,,,,,,,,1.0,,4.0
251,RIONEGRO NORTE E-12,1.0,,2.0,49.0,2.0,,,2.0,5.0,,20.0
252,CIUDAD SALITRE II E-13,1.0,,,90.0,,,,6.0,9.0,,279.0
253,SANTA RITA E-4,1.0,,,1.0,,,1.0,2.0,8.0,,5.0
254,ALTAMIRA E-4,1.0,1.0,3.0,3.0,3.0,,6.0,8.0,20.0,,30.0
255,MARTINICA E-8,1.0,,,1.0,,,,,,,
256,COLSEGUROS E-14,1.0,,,3.0,,,,,1.0,,11.0
257,QUIRIGUA II E-10,1.0,,2.0,,2.0,,1.0,,6.0,,27.0
258,EL RINCON DE SUBA E-11,1.0,1.0,4.0,13.0,4.0,,12.0,17.0,7.0,,77.0
259,ACEVEDO TEJADA E-13,1.0,,2.0,16.0,2.0,,1.0,2.0,4.0,,104.0
260,SANTA FE E-13,1.0,,,,,,1.0,,,,8.0
261,EL CEDRO (ENGATIVA CENTRO) E-10,1.0,,,,,,,,,,
262,SIBERIA CENTRAL E-2,1.0,1.0,1.0,2.0,1.0,,,2.0,28.0,,12.0
263,CAMPO EUCARISTICO E-13,1.0,,1.0,,1.0,,,,2.0,,79.0
264,TIBABITA E-1,1.0,,3.0,8.0,3.0,,4.0,13.0,8.0,,33.0
265,CAOBOS E-1,1.0,,,4.0,,,,3.0,4.0,,8.0
266,LA CAMPIÑA E-16,1.0,,,1.0,,,,,1.0,,
267,EL REFUGIO E-9,1.0,2.0,3.0,8.0,3.0,,2.0,7.0,8.0,,12.0
268,ESTACIÓN CENTRAL E-16,1.0,,,47.0,,,,,9.0,,
269,SANTA ANA E-13,1.0,,,1.0,,,,,,,
270,LOS PINOS E-11,1.0,,,3.0,,,1.0,,,,
271,LA SOLEDAD E-13,1.0,,3.0,74.0,3.0,1.0,6.0,28.0,8.0,,183.0
272,EL CARMEN FONTIBON E-9,1.0,,3.0,8.0,3.0,,,4.0,6.0,,39.0
273,LOS ALAMOS E-9,1.0,,,,,,,,,,10.0
274,CENTRAL DE MEZCLAS E-19,1.0,,,2.0,,,,,2.0,,
275,SAN PABLO I E-7,1.0,,,2.0,,,,,1.0,,
276,MONTEBLANCO E-5,1.0,1.0,,4.0,,,8.0,5.0,23.0,,20.0
277,CASA DE TEJA E-19,1.0,1.0,1.0,3.0,1.0,,,2.0,8.0,,9.0
278,SAN CRISTOBAL E-1,1.0,1.0,1.0,33.0,1.0,,2.0,9.0,23.0,,33.0
279,LAS AGUAS E-3,1.0,,2.0,16.0,2.0,,,2.0,8.0,,186.0
280,NORMANDIA E-10,1.0,,7.0,63.0,7.0,,11.0,10.0,25.0,,195.0
281,INDUSTRIAL PENSILVANIA E-16,1.0,,,90.0,,,,,31.0,,
282,EL JAZMIN RURAL E-8,1.0,1.0,1.0,1.0,1.0,,1.0,3.0,7.0,,5.0
283,AEROPUERTO EL DORADO,1.0,,,62.0,,,,,14.0,,168.0
284,CUNDINAMARCA E-16,1.0,,,19.0,,,,2.0,6.0,,21.0
285,PROVIDENCIA E-8,1.0,,5.0,38.0,5.0,,3.0,5.0,30.0,,57.0
286,NUEVO MUZU I SECTOR E-6,1.0,,2.0,7.0,2.0,,1.0,8.0,14.0,,20.0
287,ISLANDIA E-7,1.0,3.0,,2.0,,,1.0,8.0,9.0,,22.0
288,RAFAEL E-4,1.0,,,,,,,,,,
289,LA PERSEVERANCIA E-3,1.0,,1.0,5.0,1.0,,,1.0,17.0,,37.0
290,CHICO NAVARRA E-1,1.0,,,21.0,,,,6.0,1.0,,81.0
291,SIERRA MORENA E-5,1.0,1.0,1.0,1.0,1.0,,,1.0,4.0,,
292,SAN RAFAEL DEL ALTO DE LA ESTANCIA E-19,1.0,,,,,,,,5.0,,
293,VILLA CARMENZA E-9,1.0,,,4.0,,,,2.0,7.0,,20.0
294,EL MUELLE  E-10,1.0,,,,,,,,,,
295,MURILLO TORO E-18,1.0,1.0,2.0,11.0,2.0,,4.0,6.0,12.0,,16.0
